P10734	kni NR0A1 CG4717	Zygotic gap protein knirps (Nuclear receptor subfamily 0 group A member 1)
Q9LQZ4	At1g75510 At1g75700/F1B16.4	At1g75700 (F10A5.27) (Putative transcription initiation factor) (TFIIF-beta 2) (Transcription initiation factor IIF, beta subunit)
Q9S7I7	F9E10.28 F25A4.16 At1g74870	At1g74870 (F25A4.16) (Putative uncharacterized protein At1g74870) (Putative uncharacterized protein F9E10.28) (RING-finger domain-containing protein)
Q9CA52	F1M20.33 MYB31 At1g74650	"At1g74650 (Myb domain protein 31) (Putative MYB family transcription factor; 97813-99093)"
Q9SG63	F1M20.11 MYB95 At1g74430 At1g74430/F1M20_11	"At1g74430 (MYB transcription factor) (Putative MYB family transcription factor; 31729-33438) (Putative transcription factor) (Putative transcription factor MYB95)"
Q9C9B9	F2P9.15 At1g73980	At1g73980/F2P9_15 (Phosphoribulokinase/uridine kinase-like protein) (Putative uncharacterized protein F2P9.15)
Q9FX36	T9L24.38 MYB54 At1g73410	At1g73410 (MYB transcription factor) (Myb domain protein 54) (Myb-like transcription factor, putative) (Putative uncharacterized protein At1g73410)
Q9CAI5	F28P22.10 CKL2 At1g72710 At1g72710/F28P22.10	"At1g72710 (Casein kinase 1-like protein 2) (Putative casein kinase I) (Putative casein kinase I; 37964-34339)"
Q84MZ4	TFIIIA At1g72050	At1g72050 (Transcription factor IIIA)
Q9C9A5	F23N20.2 MYBL2 At1g71030	"At1g71030/F23N20_2 (MYB transcription factor) (Putative myb family transcription factor) (Putative transcription factor) (Putative transcription factor; 20982-20139)"
B4F7N6	At1g70740	At1g70740 (Protein kinase family protein)
Q94C15	At1g69680	At1g69680/T6C23_12 (Mog1/PsbP/DUF1795-like photosystem II reaction center PsbP family protein)
Q9LDI9	F23O10.17 At1g69250	"At1g69250 (F4N2.20) (Nuclear transport factor 2 and RNA recognition motif-containing protein) (Putative RNA-binding protein; 63745-61607)"
Q9C9X7	T23K23.2 IDD14 At1g68130	"At1g68130 (Putative C2H2-type zinc finger protein; 11906-10073) (Putative uncharacterized protein At1g68130) (Transcriptional regulator of starch metabolism IDD14)"
A2RVN3	At1g66540	At1g66540 (Cytochrome P450 superfamily protein)
Q9C7U7	T6J19.5 MYB20 At1g66230	"At1g66230 (MYB transcription factor) (Myb domain protein 20) (Myb-related transcription factor, putative; 17635-18559)"
Q8GWX9	At1g66210 At1g66210/T6J19_3	At1g66210 (Putative uncharacterized protein At1g66210/T6J19_3) (Subtilisin-like serine endopeptidase family protein)
Q8VYI0	At1g65700	At1g65700/F1E22_3 (Small nuclear ribonucleoprotein family protein) (Small nuclear ribonucleoprotein, putative)
Q5XEV4	At1g65030	At1g65030 (DDB1a-binding WD40 domain protein)
Q6GKU7	At1g64880	At1g64880 (Ribosomal protein S5 family protein)
Q8GW63	At1g64600 At1g64600/F1N19_16	At1g64600 (Copper ion binding / methyltransferase) (Putative uncharacterized protein At1g64600/F1N19_16)
Q9SGV6	At1g64590	At1g64590/F1N19_15 (F1N19.16) (NAD(P)-binding Rossmann-fold superfamily protein)
Q944S4	At1g64300	At1g64300/F15H21_13 (Protein kinase-like protein)
Q9SY91	T25B24.6 At1g61590	At1g61590/T25B24_6 (Protein kinase-like protein) (T25B24.6 protein)
G1JSI6	At1g59359	At1g59359
Q9C695	T8L23.3 MYB50 At1g57557 At1g57560	At1g57560 (DNA-binding protein, putative) (MYB transcription factor) (Myb domain protein 50)
Q7Y229	At1g56720	At1g56720 (Protein kinase) (Putative uncharacterized protein At1g56720)
Q5XF05	At1g56440	At1g56440 (Carboxylate clamp-tetratricopeptide repeat) (Putative uncharacterized protein At1g56440)
Q8L7R1	At1g56300	At1g56300 (Chaperone DnaJ-domain containing protein) (DnaJ protein, putative)
Q9SGT7	T6H22.10 NOP56 At1g56110	At1g56110/T6H22_9 (NOP56-like protein) (Nucleolar protein) (Nucleolar protein NOP56-like protein) (SAR DNA binding protein, putative)
Q9ASR1	T6H22.13 LOS1 At1g56070 At1g56075	At1g56070/T6H22_13 (Elongation factor EF-2) (Putative elongation factor)
Q6NKY5	At1g55880	At1g55880 (Putative uncharacterized protein At1g55880) (Pyridoxal-5'-phosphate-dependent enzyme family protein)
Q6NLT8	At1g53530	At1g53530 (Peptidase-S24/S26 domain-containing protein) (Putative uncharacterized protein At1g53530)
Q5EAI9	At1g53190	At1g53190 (RING/U-box domain-containing protein)
Q9C829	F19K6.4 At1g52380	At1g52380/F19K6_4 (Protein nucleoporin 50) (Putative uncharacterized protein F19K6.4)
Q56W16	At1g52370	AT1G52370 protein (At1g52370) (Chloroplast 50S ribosomal protein L22) (Putative chloroplast 50S ribosomal protein L22) (Ribosomal protein L22p/L17e family protein)
Q9C8J7	F5D21.18 TRO At1g51450	At1g51450 (Protein TRAUCO) (Putative uncharacterized protein At1g51450) (Putative uncharacterized protein F5D21.18)
Q9FXA1	F14J22.4 At1g49750	AT1G49750 protein (At1g49750) (F14J22.4 protein) (Leucine-rich repeat (LRR) family protein)
Q501B9	At1g49520	At1g49520 (SWIB complex BAF60b domain-containing protein)
Q6IDB6	emb2191 At1g48175	At1g48175 (Cytidine/deoxycytidylate deaminase family protein)
Q9SX95	F16N3.8 CYP96A8 At1g47620	At1g47620 (Cytochrome P450, family 96, subfamily A, polypeptide 8) (F16N3.8 protein) (Putative uncharacterized protein At1g47620)
Q9MAR2	F28H19.11 At1g43860 At1g43860/F28H19.11	"At1g43860 (F28H19.11 protein) (Putative uncharacterized protein At1g43860; F28H19.11) (Sequence-specific DNA binding transcription factor)"
Q3E7I8	At1g43600	At1g43600 (Haloacid dehalogenase-like hydrolase (HAD) superfamily protein)
Q9ASU6	At1g42440	At1g42440/F7F22_7 (Putative uncharacterized protein At1g42440) (Uncharacterized protein)
Q94A09	At1g36310	AT1G36310 protein (Putative uncharacterized protein At1g36310) (S-adenosylmethionine-dependent methyltransferase domain-containing protein)
Q6NLF6	At1g35550	At1g35550 (Elongation factor Tu C-terminal domain-containing protein)
Q8GUN4	At1g34770	AT1G34770 protein (MAGE protein) (Putative MAGE protein)
Q9C8P0	F7P12.2 EMB3003 At1g34430	At1g34430/F7P12_2 (Dihydrolipoamide S-acetyltransferase, putative 19109-21166) (Protein embryo defective 3003)
Q7XA80	At1g34220	At1g34220 (Putative uncharacterized protein At1g34220)
Q9MAP5	F9L11.13 SBT3.3 At1g32960	At1g32960 (Subtilase family protein SBT3.3) (Subtilase, putative) (Third of four adjacent putative subtilase family >)
Q9C6S8	F5M6.12 At1g31870	AT1G31870 protein (At1g31870) (Putative uncharacterized protein F5M6.12) (Uncharacterized protein)
Q6NMI3	At1g31780	At1g31780 (Putative uncharacterized protein At1g31780) (Uncharacterized protein)
Q9C504	F27M3_4 F5M6.23 At1g31760	At1g31760 (Putative uncharacterized protein F27M3_4) (Putative uncharacterized protein F5M6.23) (SWIB/MDM2 domain-containing protein)
Q93ZA3	At1g30760	At1g30760/T5I8_22 (FAD-binding and BBE domain-containing protein)
Q9SA86	T5I8.16 At1g30710	At1g30710 (FAD-binding and BBE domain-containing protein) (T5I8.16 protein)
Q9SA85	T5I8.15 At1g30700	At1g30700 (At1g30700/T5I8_15) (FAD-binding Berberine family protein) (Putative reticuline oxidase-like protein) (T5I8.15 protein)
Q2HIK4	PFD6 At1g29990	At1g29990 (Prefoldin 6)
A2RVS1	At1g29780	At1g29780 (Haloacid dehalogenase-like hydrolase (HAD) superfamily protein)
Q9FXF4	F1N18.17 At1g29770	At1g29770 (F1N18.17 protein) (Haloacid dehalogenase-like hydrolase)
Q0V856	At1g29320	At1g29320 (WD40 domain-containing protein)
Q9C7E7	F13K9.16 At1g28060	At1g28060/F13K9_16 (Pre-mRNA-splicing factor 3) (Putative uncharacterized protein F13K9.16)
Q500V8	ECT9 At1g27960	At1g27960 (Uncharacterized protein)
Q9ASX8	SAT32 At1g27760	At1g27760/T22C5_5 (Protein salt tolerance 32)
A2RVN2	At1g27060	At1g27060 (Regulator of chromosome condensation-like protein)
Q5PP29	At1g26970	At1g26970 (Uncharacterized protein)
Q2HIH6	At1g26910	At1g26910
Q9FZC5	T1K7.23 At1g26390	At1g26390 (FAD-binding Berberine family protein) (T1K7.23 protein)
Q9C609	F14G11.11 At1g25682	At1g25682 (Putative uncharacterized protein At1g25682) (Putative uncharacterized protein F14G11.11) (Uncharacterized protein)
Q9C6L2	F2J7.16 At1g25420	At1g25420/F2J7_16 (Putative uncharacterized protein F2J7.16) (Regulator of Vps4 activity in the MVB pathway protein)
Q9FRI1	F4F7.29 LRR-RLK At1g25320	At1g25320/F4F7_17 (Leucine-rich repeat receptor-like protein kinase) (Leucine-rich repeat-containing protein kinase) (Putative uncharacterized protein F4F7.29)
O48691	F3I6.17 At1g24240	At1g24240/F3I6_17 (F3I6.17 protein) (Putative uncharacterized protein F3I6.17) (Ribosomal protein L19 family protein)
Q5BIV4	At1g23465	At1g23470
A8MQX0	PIN7 At1g23080	AT1G23080 protein (Auxin efflux carrier component 7)
A1A6G7	At1g22920	At1g22920
Q5PNZ9	PFL At1g22780 At1g34030 At4g09800	At1g22780 (Pointed first leaf)
Q9LM13	F16L1.10 At1g22170	At1g22170 (F16L1.10 protein) (Phosphoglycerate mutase family protein)
Q9LPL8	F24J8.1 At1g21350	AT1G21350 protein (F24J8.1 protein) (Thioredoxin-like protein)
Q93ZH5	At1g21080	At1g21080/T22I11_9 (DNAJ heat shock N-terminal domain-containing protein)
Q9LM88	At1g20670	At1g20670 (DNA-binding bromodomain-containing protein) (F2D10.15)
Q9LM92	At1g20580	At1g20580/F2D10_6 (F2D10.7) (Small nuclear ribonucleoprotein-like protein)
Q9LM93	At1g20570 At1g20575	At1g20575 (Dolichol-phosphate mannosyltransferase) (F2D10.6) (Glycosyltransferase) (Putative uncharacterized protein At1g20570)
Q9LN67	At1g19310	At1g19310/F18O14_14 (F18O14.3) (RING/U-box superfamily protein)
Q945P8	At1g19120	At1g19120/F14D16_26 (Small nuclear ribonucleoprotein family protein)
Q6NNH6	TTN10 At1g19080 At3g55490	At1g19080 (GINS complex component PSF3) (GINS complex protein)
Q8H0X2	At1g18660	At1g18660 (Expressed protein) (Zinc finger (C3HC4-type RING finger) family protein)
Q8LF41	At1g18340	At1g18340 (Basal transcription factor complex subunit-related protein)
Q8L835	At1g18070	At1g18070 (Putative guanine nucleotide regulatory protein) (Translation elongation factor EF1A/initiation factor IF2gamma family protein)
Q9LMT2	F2H15.20 PAPS1 At1g17980	At1g17980 (F2H15.20 protein) (Poly(A) polymerase) (Poly(A) polymerase 1) (Putative uncharacterized protein At1g17980)
A1A6H3	At1g17160	At1g17160 (PfkB-like carbohydrate kinase family protein)
Q9SHH1	F20D23.18 At1g17130	At1g17130 (F20D23.18 protein) (Putative uncharacterized protein At1g17130) (Uncharacterized protein)
Q9FZ43	F6I1.17 At1g16810	At1g16810/F17F16.8 (F17F16.8/F17F16.8) (F6I1.17 protein) (Uncharacterized protein)
Q8L7M0	At1g16570	At1g16570 (GT1_ALG1_like glycosyltransferase domain-containing protein) (Glycosyltransferase) (Putative uncharacterized protein At1g16570)
B9DHH7	At1g16240	AT1G16240 protein
Q9LMP8	F7H2.20 At1g15870	At1g15870/F7H2_19 (F7H2.20 protein) (Mitochondrial glycoprotein family protein)
Q9LMQ3	F7H2.15 At1g15810	At1g15810/F7H2_23 (F7H2.15 protein) (S15/NS1, RNA-binding protein)
Q940S0	At1g14670	At1g14670/T5E21.14 (Putative endomembrane protein 70) (T5E21.14/T5E21.14)
Q8L7U3	DECOY At1g14620	At1g14620/T5E21_15 (Protein decoy)
Q94FL6	MYB124 FLP At1g14350	At1g14350 (FOUR LIPS transcription factor R2R3-MYB) (Putative transcription factor MYB124)
Q9LMX6	F21F23.16 At1g13730	At1g13730 (At1g13730/F21F23_12) (Expressed protein) (F21F23.16 protein) (Nuclear transport factor 2 and RNA recognition motif domain-containing protein)
Q0V836	At1g13460	At1g13460
A6QRB8	At1g13370	At1g13370
O65369	F12F1.3 ELP At1g12090	At1g12090/T28K15.14 (Extensin-like protein) (F12F1.3 protein) (Putative pEARLI 1)
O65371	F12F1.5 At1g12070	At1g12070 (F12F1.5 protein) (Rho GDP-dissociation inhibitor) (Rho GDP-dissociation inhibitor 2b)
Q6NKT6	At1g11880	At1g11880 (Glycosyltransferase) (Transferases, transferring hexosyl groups)
Q940G0	T19D16.13 TMN1 At1g10950	At1g10950/T19D16_13 (Endomembrane protein EMP70 precusor isolog) (Putative endomembrane protein 70) (Putative endomembrane protein EMP70 precusor isolog) (Transmembrane nine 1)
A4FVN8	At1g10580	At1g10580 (Transducin/WD40 repeat-like superfamily protein)
Q8RY25	At1g10390	At1g10390/F14N23_29 (Nucleoporin autopeptidase) (Putative uncharacterized protein At1g10390)
Q941B2	At1g09870	At1g09870/F21M12_26 (Histidine acid phosphatase-like protein)
Q0WVJ5	XBCP3 At1g09850	At1g09850 (Papain-like cysteine peptidase) (Papain-like cysteine peptidase XBCP3)
C0Z2L8	At1g09640	AT1G09640 protein (Elongation factor EF-1 gamma subunit)
B9DHI9	At1g09640	AT1G09640 protein
Q9SJF1	At1g08410	At1g08410 (P-loop containing nucleoside triphosphate hydrolases superfamily protein) (T27G7.9)
Q8L7T5	At1g07990	At1g07990/T6D22_5 (SIT4 phosphatase-associated family protein)
Q93ZQ9	At1g07840	AT1G07840 protein (Putative uncharacterized protein At1g07840) (Sas10/Utp3/C1D family protein)
Q94JQ7	At1g07830	At1g07830/F24B9_7 (Ribosomal protein L29 family protein)
B9DI04	At1g07770 At5g59850	AT1G07770 protein
Q93VP4	At1g07470	At1g07470/F22G5_13 (Putative transcription factor IIA large subunit) (TFIIA-L2) (Transcription factor IIA large subunit) (Transcription factor IIA, alpha/beta subunit)
Q8RWE4	At1g07200	At1g07200 (P-loop containing nucleoside triphosphate hydrolase domain and Clp-N motif-containing protein) (Putative uncharacterized protein At1g07200)
Q8L6Z2	At1g07030	At1g07030 (Mitochondrial carrier protein, putative) (Mitochondrial substrate carrier family protein)
Q9ASV2	At1g06730	At1g06730/F4H5_22 (PfkB-type carbohydrate kinase-like protein)
Q84MA1	At1g06560	At1g06560 (Putative methyltransferase) (Putative uncharacterized protein At1g06560)
Q9LNC9	F9P14.4 MYB13 At1g06180	At1g06180 (F9P14.4 protein) (MYB transcription factor) (Myb domain protein 13) (Putative uncharacterized protein At1g06180)
Q8H0S3	At1g05520	At1g05520/T25N20_16 (Sec23/sec24-like transport protein)
Q5XF24	CKL13 At1g04440	At1g04440 (Casein kinase 1-like protein 13) (Casein kinase like 13)
Q94K10	At1g04230	At1g04230 (Putative uncharacterized protein unannotated coding sequence from BAC F19P19) (Uncharacterized protein)
O64486	F20D22.2 At1g04210	At1g04210 (F20D22.2 protein) (Leucine-rich repeat protein kinase-like protein) (Putative uncharacterized protein At1g04210)
Q9ZVT7	F15K9.4 RRP4 At1g03360	At1g03360 (F15K9.4 protein) (Putative uncharacterized protein At1g03360) (Ribosomal RNA processing protein 4)
Q1H595	At1g03330	At1g03330 (Small nuclear ribonucleoprotein family protein)
Q9SA63	F10O3.11 At1g03070	At1g03070 (BRZ-INSENSITIVE-LONG HYPOCOTYLS 4-like protein) (F10O3.11 protein) (Putative glutamate/aspartate-binding peptide) (Transmembrane BAX inhibitor motif-containing protein)
Q8L7P1	SR1 At1g02840	At1g02840 (Pre-mRNA-splicing factor SF2) (SF2/ASF-like splicing modulator Srp30, putative)
Q4V3E2	At1g02740	At1g02740 (MRG family protein)
Q3EDL3	At1g02040	At1g02040 (C2H2-type zinc finger protein) (Putative uncharacterized protein At1g02040)
Q7XA68	At3g01790	At1g01640 (Large subunit ribosomal protein L13) (Putative uncharacterized protein At3g01790)
Q93V56	PPa1 T25K16.5 At1g01050	At1g01050/T25K16_5 (Inorganic pyrophosphatase) (Putative inorganic pyrophosphatase) (Putative soluble inorganic pyrophosphatase) (Putative uncharacterized protein At1g01050) (Soluble inorganic pyrophosphatase, putative)
Q9VXX1	PPYR1 CG15031 Dmel_CG15031	AT19571p (Protein phosphatase Y regulator 1)
Q8T972	CG7220 Dmel_CG7220	AT19555p (CG7220, isoform A) (EC 6.3.2.19) (CG7220, isoform C) (EC 6.3.2.19) (CG7220, isoform D) (EC 6.3.2.19)
Q9W2U5	CG2887 Dmel_CG2887	AT19485p (CG2887)
Q8T436	CG11291	AT19180p
Q9VMX4	Scox CG8885 Dmel_CG8885	AT19154p (Synthesis of cytochrome c oxidase) (EC 1.9.3.1)
Q9V3G9	EG:BACR37P7.5 CG12470 Dmel_CG12470	AT18705p (CG12470) (EG:BACR37P7.5 protein)
Q8IHB0	gish CG6963 Dmel_CG6963	AT18609p (Gilgamesh, isoform F) (EC 2.7.11.-)
Q9W2V7	Psf3 CG2222 Dmel_CG2222	AT18545p (CG2222-PA) (Psf3, isoform A) (Psf3, isoform B) (Psf3, isoform C)
Q9VUJ4	Rpn12R CG11552 Dmel_CG11552 HDC10206	AT18239p (HDC10206) (Regulatory particle non-ATPase 12-related)
Q9VTV3	Adk1 DAK1 CG17146 Dmel_CG17146	AT17975p (Adenylate kinase isozyme 1) (Adenylate kinase-1, isoform A) (EC 2.7.1.48) (EC 2.7.4.3)
Q7JWS8	Mtl CG5588 Dmel_CG5588	AT17867p (Mig-2-like GTPase Mtl) (Mig-2-like, isoform A) (Mig-2-like, isoform B) (Mig-2-like, isoform C) (Small GTPase)
Q9W3R1	CG15035 Dmel_CG15035	AT16873p (CG15035)
Q8T453	CG4434	AT16683p
Q8T8Y4	LS2 CG3162	AT16577p
Q9VUM4	CG6888 Dmel_CG6888	AT16346p (CG6888) (EC 1.11.1.-)
Q9V9Q6	step Grp1 step-RA CG11628 Dmel_CG11628	AT16263p (RE34385p) (Steppke, isoform A)
Q9VQW0	CG31773 Dmel_CG31773	AT16211p (CG31773) (EC 6.3.2.17)
Q9VBM1	CG5024-RA CG5024 Dmel_CG5024	AT16150p (CG5024, isoform A) (CG5024, isoform B) (MIP04078p)
Q9VJS5	CG3473 Dmel_CG3473	AT16033p (CG3473, isoform A) (EC 6.3.2.19) (CG3473, isoform B) (EC 6.3.2.19)
Q9W5B3	eIF4E-7 EG:BACR42I17.1 CG32859 Dmel_CG32859	AT15894p (EG:BACR42I17.1 protein) (eIF4E-7)
Q9VCD5	CG10694 Dmel_CG10694	AT15685p (CG10694)
Q9W013	CG45186 CG32306-RA CG13800 CG45186 Dmel_CG45186	AT15596p (CG45186, isoform A)
Q8MZB9	CG17237	AT15471p
Q8MTA4	Wnk CG7177	AT15314p
Q9VAM8	CG14508 Dmel_CG14508	AT13706p (CG14508)
Q8T903	CG1724	AT13347p
Q8IHD2	RpS29 CG8495	AT13329p (Fragment)
Q9VLF2	Rcd-1r CG9573 Dmel_CG9573	AT13107p (Drcd-1r) (Rcd-1 related)
Q8T911	CG13148	AT12764p
Q8T3J9	CG7196 Dmel_CG7196	AT11889p (CG7196, isoform A) (CG7196, isoform C)
Q9VFE0	RpL10Aa CG3843 Dmel_CG3843	AT11516p (Ribosomal protein L10Aa)
Q9W0V5	CG13405-RA CG13405 Dmel_CG13405	AT11049p (CG13405, isoform A) (CG13405, isoform B) (MIP07101p)
Q7K049	CG11165 Dmel_CG11165	AT10229p (CG11165)
Q0E8K5	mri mri-RB CG1216 Dmel_CG1216	AT10158p (Mrityu, isoform A) (EC 2.7.1.30) (Mrityu, isoform B) (EC 2.7.1.30)
Q9V9X8	Gcn2 CG1609 Dmel_CG1609	AT10027p (Gcn2) (EC 2.7.11.20)
Q9W2U6	CG2889 Dmel_CG2889	AT09679p (CG2889, isoform A) (CG2889, isoform B)
Q9VH61	CG8526 Dmel_CG8526	AT09114p (CG8526) (EC 3.1.1.5) (EC 3.5.1.1)
Q8T4A0	CG17122	AT08391p
Q7KA43	lmgA CG34441-RA lmg CG34440 Dmel_CG34440	AT07979p1 (Lemming A, isoform A) (Lemming A, isoform B) (Lemming A, isoform C) (Lemming A, isoform D) (Putative APC11 anaphase-promoting complex subunit)
Q8IHF0	Moca-cyp CG1866	AT07931p
Q8T4A8	CG7542 Dmel_CG7542	AT07769p (CG7542, isoform A) (EC 3.4.21.-) (CG7542, isoform B) (EC 3.4.21.-)
Q8T4A9	Rrp45 CG9606 Dmel_CG9606	AT07738p (Rrp45, isoform A) (EC 3.1.13.-) (Rrp45, isoform B) (EC 3.1.13.-)
Q8T4I0	CG7551 Dmel_CG7551	AT07524p (CG7551) (EC 2.7.1.3)
Q8I0E9	Hsc70-1 CG8937 Dmel_CG8937	AT07372p (Heat shock protein cognate 1, isoform C) (EC 3.6.1.3) (Heat shock protein cognate 1, isoform D) (EC 3.6.1.3)
Q9VM98	CG11327-RA CG11327 Dmel_CG11327	AT06841p1 (CG11327)
Q9VTQ9	Rpt4R CG7257 Dmel_CG7257	AT06668p (Regulatory particle triple-A ATPase 4-related, isoform A) (EC 3.6.1.3) (Regulatory particle triple-A ATPase 4-related, isoform B) (EC 3.6.1.3)
B5RIU6	EndoA endoA endoA-RA endoA-RB CG14296 Dmel_CG14296	AT06279p (Endophilin A, isoform B) (FI05371p)
Q9VDV2	CG6195 Dmel_CG6195	AT06125p (CG6195)
Q9VJP1	Tim17b2 CG15257 Dmel_CG15257	AT05822p (AT13511p) (Translocase inner membrane 17, isoform A) (EC 3.6.3.51) (Translocase inner membrane 17, isoform C) (EC 3.6.3.51)
Q8MRS4	CG15100	AT05114p
Q9VJX7	Hsp60D CG16954 Dmel_CG16954	AT04835p (Hsp60D, isoform A) (Hsp60D, isoform B)
Q6NQW5	Aats-pro CG12186	AT04665p
Q8IHG0	Drp1 noodle CG3210	AT04516p
Q9VED6	CG7794 Dmel_CG7794	AT04270p (CG7794)
Q9VC03	Nmnat CG13645 Dmel_CG13645	AT03272p (Nicotinamide mononucleotide adenylytransferase, isoform A) (EC 2.7.7.1)
Q8T4D6	CG4706 Dmel_CG4706	AT02886p (CG4706) (EC 4.2.1.3)
Q7JY68	CG8584 Dmel_CG8584	AT02326p (CG8584) (EC 3.1.3.-)
Q8T3S1	srpk79D BEST:CK01209 CG11489 Dmel_CG11489	AT02150p (Serine-arginine protein kinase at 79D, isoform B) (EC 2.7.11.-) (Serine-arginine protein kinase at 79D, isoform O) (EC 2.7.11.-)
Q8T3S3	CG4907	AT01413p
Q7K3V6	CG12736 Dmel_CG12736	AT01345p (CG12736) (GH10272p)
Q99856	ARID3A DRIL1 DRIL3 DRX E2FBP1	AT-rich interactive domain-containing protein 3A (ARID domain-containing protein 3A) (B-cell regulator of IgH transcription) (Bright) (Dead ringer-like protein 1) (E2F-binding protein 1)
Q8H104	At4g26870	Asx tRNA synthetase (AspRS/AsnRS) class II core domain-contating protein (Putative aspartate-tRNA ligase)
Q9UTR9	asa1 SPAC1006.02	ASTRA-associated protein 1
Q9BXN1	ASPN PLAP1 SLRR1C UNQ215/PRO241	Asporin (Periodontal ligament-associated protein 1) (PLAP-1)
Q7K0E6	Aats-asp CG3821 Dmel_CG3821	Aspartyl-tRNA synthetase (EC 6.1.1.12) (GM14334p)
Q9SJJ2	At2g28010	Aspartyl protease-like protein (Putative chloroplast nucleoid DNA binding protein)
Q9LV70	At5g48430	Aspartyl protease family protein (At5g48430) (Dermal glycoprotein) (Dermal glycoprotein, extracellular-like)
Q9C864	T8E3.12 At1g31450	Aspartyl protease family protein (Aspartyl protease-like protein) (Chloroplast nucleoid DNA binding protein, putative)
P38821	APE4 YHR113W	Aspartyl aminopeptidase 4 (EC 3.4.11.21)
O36014	aap1 SPAC4F10.02	Aspartyl aminopeptidase 1 (EC 3.4.11.21)
Q9ULA0	DNPEP ASPEP DAP	Aspartyl aminopeptidase (EC 3.4.11.21)
Q9LZ26	T1E3_70 At5g04710	Aspartyl aminopeptidase (Aspartyl aminopeptidase-like protein) (Zn-dependent exopeptidases superfamily protein)
O59774	yps1 SPCC1795.09	Aspartic proteinase yapsin-1 (EC 3.4.23.-)
P32834	sxa1 SPAC26A3.01 SPAC2E1P5.06	Aspartic proteinase sxa1 (EC 3.4.23.-)
P32329	YPS1 YAP3 YLR120C L2961 L9233.9	"Aspartic proteinase 3 (EC 3.4.23.41) (Proprotein convertase) (Yapsin-1) [Cleaved into: Aspartic proteinase 3 subunit alpha; Aspartic proteinase 3 subunit beta]"
Q6PI48	DARS2	Aspartate--tRNA ligase, mitochondrial (EC 6.1.1.12) (Aspartyl-tRNA synthetase) (AspRS)
P15179	MSD1 YPL104W LPG5W	Aspartate--tRNA ligase, mitochondrial (EC 6.1.1.12) (Aspartyl-tRNA synthetase) (AspRS)
O94242	msd1 SPCC736.06	Aspartate--tRNA ligase, mitochondrial (EC 6.1.1.12) (Aspartyl-tRNA synthetase) (AspRS)
P14868	DARS PIG40	Aspartate--tRNA ligase, cytoplasmic (EC 6.1.1.12) (Aspartyl-tRNA synthetase) (AspRS) (Cell proliferation-inducing gene 40 protein)
O74407	dps1 SPCC1223.07c	Aspartate--tRNA ligase, cytoplasmic (EC 6.1.1.12) (Aspartyl-tRNA synthetase) (AspRS)
P49077	PYRB At3g20330 MQC12.7	Aspartate carbamoyltransferase, chloroplastic (EC 2.1.3.2) (Aspartate transcarbamylase) (ATCase)
Q9V434	Aats-asn BcDNA.GH06451 CG10687 Dmel_CG10687	Asparaginyl-tRNA synthetase, isoform A (EC 6.1.1.22) (Asparaginyl-tRNA synthetase, isoform B) (EC 6.1.1.22) (BcDNA.GH06451)
P41696	AZF1 YOR113W O3244 YOR3244W	Asparagine-rich zinc finger protein AZF1
Q9P6I0	slm5 SPBC1198.10c	Asparagine--tRNA ligase, mitochondrial (EC 6.1.1.22) (Asparaginyl-tRNA synthetase) (AsnRS)
P25345	SLM5 YCR024C YCR242 YCR24C	Asparagine--tRNA ligase, mitochondrial (EC 6.1.1.22) (Asparaginyl-tRNA synthetase) (AsnRS)
Q9SSK1	SYNC3 At1g70980 F15H11.17	Asparagine--tRNA ligase, cytoplasmic 3 (EC 6.1.1.22) (Asparaginyl-tRNA synthetase 3) (AsnRS 3)
Q9SW95	SYNC2 NS2 At3g07420 F21O3.13	Asparagine--tRNA ligase, cytoplasmic 2 (EC 6.1.1.22) (Asparaginyl-tRNA synthetase 2) (AsnRS 2)
Q9SW96	SYNC1 EMB2755 At5g56680 MIK19.13	Asparagine--tRNA ligase, cytoplasmic 1 (EC 6.1.1.22) (Asparaginyl-tRNA synthetase 1) (AsnRS 1) (Protein EMBRYO DEFECTIVE 2755)
O43776	NARS	Asparagine--tRNA ligase, cytoplasmic (EC 6.1.1.22) (Asparaginyl-tRNA synthetase) (AsnRS)
P38707	DED81 YHR019C	Asparagine--tRNA ligase, cytoplasmic (EC 6.1.1.22) (Asparaginyl-tRNA synthetase) (AsnRS)
O48593	SYNO NS1 At4g17300 dl4685w	Asparagine--tRNA ligase, chloroplastic/mitochondrial (EC 6.1.1.22) (Asparaginyl-tRNA synthetase) (AsnRS)
F4K9K7	At5g08100	Asparaginase
Q9NS82	SLC7A10 ASC1	Asc-type amino acid transporter 1 (Asc-1) (Solute carrier family 7 member 10)
P49777	abp1 SPBC1105.04c	ARS-binding protein 1
Q02486	ABF2 HIM1 YMR072W YM9916.11	ARS-binding factor 2, mitochondrial
P47029	ALY2 ART3 YJL084C J0934	Arrestin-related trafficking adapter 3 (Arrestin-like protein 2)
Q09889	SPCC584.15c	Arrestin domain-containing protein C584.15c
Q09729	SPAC31A2.12	Arrestin domain-containing protein C31A2.12
Q8NCT1	ARRDC4	Arrestin domain-containing protein 4
Q96B67	ARRDC3 KIAA1376	Arrestin domain-containing protein 3 (TBP-2-like inducible membrane protein) (TLIMP)
Q8TBH0	ARRDC2 PP2703	Arrestin domain-containing protein 2
Q8IND1	Arpc3A CG4560 Dmel_CG4560	Arpc3A, isoform D (IP15696p)
